ROI,ID,subROI,ROI_x1,ROI_y1,ROI_x2,ROI_y2,Angle,Mu,Amplitude,Sigma,Bias,R^2,image path
0,2,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,199.57627184571083,75.37771548304002,12.145556462033287,66.93436848939876,0.9867215053855298,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,222.39735741367187,82.25335740748166,17.624456866549775,65.02442554416615,0.9898038844574377,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.12394843582575,131.48745124388097,16.3186846915121,66.58730074953249,0.9951344830788641,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,214.86195183641559,132.1735979403385,17.126814671183958,66.58821341881595,0.9970733997477353,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,212.71092807921582,143.03652411793294,18.021393101963458,65.43427466744116,0.9969867940071208,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,208.76961566362422,130.1905696574713,18.70685673607277,67.3012683382291,0.9969482378291514,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.09799421725126,139.11149792852956,18.565270305502583,64.2016504944246,0.9952833951693217,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,206.18972147226143,127.87698644102407,20.0169265968553,63.59473785587323,0.993755487557049,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.54945810818697,170.8478924300111,21.55255319671487,64.17878750621853,0.9966582825390687,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,3,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,216.91152149065047,100.22847238882576,14.216475672957944,66.5517761084055,0.9937519784284767,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,199.67021457366633,74.64530005026954,12.289176145034753,67.09305990920218,0.9870808990522806,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,222.60486092956938,84.89886447791775,17.451776929180387,65.167387454532,0.990129791595859,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.421952486628,132.49102728551117,16.231925605628355,66.55233518370859,0.9954151272104177,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.14806086155937,131.06524891265224,17.207414820507307,66.93310193406023,0.9973661669721271,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,213.02343280810229,145.2252030067928,18.126507068777162,65.5868055937422,0.9971884386607424,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.08978699570173,130.64441811911885,18.704816682126967,67.47226751826462,0.9968829682396427,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.13657774194516,138.91750443540315,18.54125292654764,64.41376369349177,0.9954952668637304,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,206.4628831967038,127.779933987484,19.978480382270455,63.66324733636832,0.9938652585645414,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.5557925523831,170.03169498083722,21.75311282499951,64.33298514876142,0.9965360464808258,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,4,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,216.85436660089553,99.94290491443799,14.017045177616183,66.56834125742797,0.9938148436309453,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,199.84505514744032,74.14753494118953,12.25363946607689,67.334997446999,0.9868232493559462,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,222.6424093580241,85.46900169135697,17.647363852992175,65.2290556247735,0.9902026560937202,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.44240845286257,132.98535865284407,16.17770452458228,67.05827663578398,0.9952219819687452,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.27837670186483,131.57269380979272,17.152047462101212,66.66209189767442,0.9973580403451588,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,213.39524901600743,146.2750697919518,18.022199590580293,65.57978721368346,0.9974070141454607,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.15566799493976,132.68735328370002,18.723330187682414,67.43043098968549,0.9970211242619123,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.47004693432797,137.0501696354625,18.63236004954392,64.74363970853396,0.9954634747746743,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,206.70960202137834,128.89299736280196,19.924315564125365,63.65841621536299,0.9941372623384441,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.76724668166545,171.42007905039904,21.58671375009569,64.75370053861816,0.9963608360665198,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,5,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,216.83657535586707,99.64784774638753,14.180448793084148,66.61018655605243,0.9938969455348687,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,199.95508767039902,72.5241179436301,12.250153352653026,67.66094989760752,0.9863469707210323,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,222.9090922741407,86.08920960539986,17.584389936785737,65.34479465203508,0.9905729043815972,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.48719759520293,132.55596034337736,16.293052072458575,67.21735550865577,0.9953533304011913,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.4948266860522,129.37326253766255,17.35565552171651,67.01691242146985,0.9972790291320304,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,213.48050361620992,146.18313583613462,18.018447598619236,65.63704237694053,0.9970417556485843,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.32310448975775,132.8634723936822,18.69064131697378,67.70432624780976,0.9968152248911532,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.4113382532615,137.48406836782084,18.501022389060974,64.74395355983468,0.9951899904360278,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,206.69746188495412,128.97044060547773,19.88247617344634,63.725930623681506,0.9945078091396087,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,5,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.75323469572413,171.06361303855365,21.720688627246105,64.58330629780329,0.9962539166479774,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,6,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,216.92370706215127,99.10840240288279,14.011579895440047,66.57522291088912,0.9933828789170783,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,199.9389834953352,71.221419007386,12.410966900026867,67.36812583613505,0.9865503017894323,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,223.09222491869775,87.2617130327733,17.244342376752822,65.47278055937937,0.9901535372897154,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.60526082300797,133.3247303488322,16.24416507411584,67.28102776362765,0.9954266942171179,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.34074351753318,129.02523639484866,17.254134417619536,67.49153801223355,0.9972350147331912,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,213.61709055377395,148.18411577353194,18.014161388313337,65.70032024403476,0.9971847566832373,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.4288108107394,134.91846337093293,18.624344254198682,67.57922486876063,0.9970598843573271,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.5876108030225,136.06246893730392,18.737980281349692,64.5441347305596,0.994867930827068,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,206.9863079313436,128.58951164557402,19.97638550016765,64.03126628165397,0.9942193520675088,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,6,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,201.14738815835335,172.01902639213222,21.617074881191087,64.68628354047995,0.996392622842881,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,7,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,216.86466322065283,98.5685874597458,14.071628503757214,66.82111684336272,0.9936859315880181,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.02417641052,69.24706984061066,13.08995075163479,67.63204149351442,0.9867759312501315,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,223.13497281767835,87.55027301745716,17.39876808419202,65.61551356276007,0.9905503653167507,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.7331785882775,134.92461419635472,16.065773153938242,67.23631762716175,0.9953701938587004,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.59401768689347,128.19861109528654,17.308645194108735,67.50618479527341,0.9973422267096355,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,213.97941763783217,147.07238202882252,18.150405164464292,65.91615770139784,0.9971864411756164,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.72503889430283,135.17541644874683,18.677737922327193,67.71946659306042,0.9968078642637617,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.82340624836763,137.06176486170745,18.629258066526948,64.88204218140304,0.9946520922422074,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,207.19231357248196,128.92104280497608,20.016380976291526,63.716683082831466,0.9943807535563176,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,7,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,201.06736532801023,172.1825705267624,21.702093158857455,64.58648250838277,0.9964292512559276,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,8,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.13107409620204,97.17112587059852,14.244113722186144,66.57073106769589,0.993608845288428,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,199.95388192163708,67.93670374623048,13.654410431706399,67.32456119442757,0.9864001235073115,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,223.4113220933975,90.06260472946198,16.96830782213223,65.80072573326217,0.9905819617298833,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.9423794015982,136.29556697956167,16.187419079809075,67.60669362343738,0.9955922296092149,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.9830825763138,126.73674790352196,17.370275622854248,68.11231943836535,0.996937185242643,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,214.18105242945046,148.26931236618069,18.043446259760305,65.81257678432122,0.9970494058509407,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.8172328661087,135.99282987094074,18.75698260899031,67.88755665218889,0.9970024420293017,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,209.84281289366368,136.53451210087323,18.696752718393444,64.96934138467476,0.9951362803594381,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,207.50417130132584,129.34264889039108,19.994743661382053,63.78078956586015,0.994468629860134,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,8,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,201.35397192067092,173.37564786268584,21.604655338683006,64.9633861094781,0.996360225975551,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,9,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.1340531689559,95.77717692464687,14.27150230362348,67.25669492560743,0.9938520682226301,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.203992714809,66.7261383486085,13.331491042667384,67.87256716896452,0.9858932998915291,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,223.35569187830967,91.38001401041556,17.157991051766142,66.03896746279088,0.9903161387148346,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.86057240066137,137.79082572135533,16.152811236918843,67.6731266080298,0.9956156786234852,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,215.9420733489339,126.16460585367594,17.37387428834235,68.06336105521953,0.9972852741279808,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,214.40305827684006,148.91737174758964,18.054719925570375,65.86761219186783,0.9971619963194444,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,210.06979108870672,140.25774780104058,18.346993910653477,68.51404083714885,0.9969588480782823,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,210.05197550709246,134.7491636671117,18.817219318046263,65.30657662661832,0.9948291711977791,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,207.55702872487615,128.47168715782706,20.081930837416007,64.22284137875181,0.994523510404446,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,9,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,201.51269553034413,173.55788901361083,21.838074056464613,65.09864093593677,0.9964065187973068,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,10,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.22912226135895,96.36983433339032,14.194276623172197,67.35066391607226,0.9936832943535591,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,1,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,200.16714554644545,64.7669195411047,14.071476547469365,67.79440227400234,0.9855236574076758,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,2,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,223.43118051117932,91.80312653423152,17.12522514332562,66.13006198154297,0.9910048840516026,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,3,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.9261254947735,138.3647624205314,16.09587664329221,67.84396613825061,0.995775335970395,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,4,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,216.05387568845617,125.64415411264615,17.369322609323852,67.96006243527712,0.9974282213867148,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,5,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,214.58598413471498,147.79128881983831,18.152608167118558,66.2242425549176,0.997210360309357,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,6,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,210.40842939208466,139.0530461617565,18.4996858412575,68.4414261024254,0.9968681699249579,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,7,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,210.1450192657764,134.72292739171235,18.810944472002397,65.20936235234974,0.9949094385979357,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,8,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,207.7826751432389,127.78877762084745,20.181472471466776,64.16475055354462,0.9945580375388948,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,10,9,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,201.6465954394945,173.7535161968884,21.82794419820935,65.0291864474823,0.9963967447270177,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,11,0,488.75147579693044,549.3181818181815,819.7644628099176,925.2142857142856,0.0,217.08746343816716,95.99694944034488,14.21919819444798,67.41206949576058,0.9939342598051972,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-015200.png
